AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,IsSingleNode,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,selected,SelfLoops,shared name,Stress,TopologicalCoefficient
3.19804401,0.002074959,0.312691131,0.513846154,26,6,FALSE,43,21.69230769,0,26,0,0.95603912,FALSE,0,43,5952,0.193681319
2.995110024,0.010848117,0.333877551,0.681318681,14,6,FALSE,49,26.57142857,0,14,0,0.9600978,FALSE,0,49,20532,0.205426357
3.188264059,0.009046444,0.313650307,0.316287879,33,7,FALSE,60,19.6969697,0,33,0,0.956234719,FALSE,0,60,18656,0.175595238
2.929095355,0.023606667,0.341402337,0.43019943,27,6,FALSE,94,21.48148148,0,27,0,0.961418093,FALSE,0,94,39684,0.153174603
3.122249389,0.003680545,0.320281911,0.463333333,25,6,FALSE,162,22.84,0,25,0,0.957555012,FALSE,0,162,8386,0.180952381
3.244498778,8.57E-04,0.308214017,0.59,25,6,FALSE,178,23.24,0,25,0,0.955110024,FALSE,0,178,1638,0.223461538
3.413202934,3.99E-04,0.292979943,0.422222222,10,6,FALSE,195,17.2,0,10,0,0.951735941,FALSE,0,195,1140,0.260606061
3.261613692,5.28E-04,0.306596702,0.619047619,22,6,FALSE,208,22.81818182,0,22,0,0.954767726,FALSE,0,208,1162,0.235238988
2.897310513,0.020683329,0.345147679,0.308377897,34,5,FALSE,217,20.76470588,0,34,0,0.96205379,FALSE,0,217,46752,0.151567196
3.019559902,0.005923201,0.331174089,0.444444444,28,6,FALSE,222,22.53571429,0,28,0,0.959608802,FALSE,0,222,16950,0.178287982
3.259168704,8.54E-04,0.306826707,0.6,25,6,FALSE,271,23.04,0,25,0,0.954816626,FALSE,0,271,2888,0.2304
3.105134474,0.004416338,0.322047244,0.147058824,17,6,FALSE,275,16.05882353,0,17,0,0.957897311,FALSE,0,275,9432,0.145989305
3.180929095,0.00225146,0.314373559,0.43115942,24,6,FALSE,278,21.5,0,24,0,0.956381418,FALSE,0,278,5516,0.18220339
3.332518337,2.07E-04,0.300073368,0.685714286,15,6,FALSE,320,24.53333333,0,15,0,0.953349633,FALSE,0,320,612,0.272592593
3.190709046,0.003300078,0.313409962,0.434782609,23,6,FALSE,370,21.69565217,0,23,0,0.956185819,FALSE,0,370,9024,0.200080515
3.679706601,0.0023557,0.271760797,0.545454545,22,7,FALSE,13,18.18181818,0,22,0,0.946405868,FALSE,0,13,6236,0.21905805
3.902200489,3.94E-04,0.256265664,0.727941176,17,8,FALSE,29,19.17647059,0,17,0,0.94195599,FALSE,0,29,902,0.299632353
3.400977995,0.003187143,0.29403307,0.536842105,20,7,FALSE,37,19.1,0,20,0,0.95198044,FALSE,0,37,13234,0.218965517
3.831295844,5.46E-04,0.261008296,0.095238095,7,7,FALSE,41,16,0,7,0,0.943374083,FALSE,0,41,1122,0.243303571
3.711491443,0.0016482,0.269433465,0.532163743,19,7,FALSE,54,18.15789474,0,19,0,0.945770171,FALSE,0,54,3398,0.237534626
3.975550122,0.003744551,0.251537515,0.619047619,15,8,FALSE,61,16.73333333,0,15,0,0.940488998,FALSE,0,61,14224,0.308641975
3.523227384,0.001403248,0.283830673,0.782051282,13,7,FALSE,64,21.30769231,0,13,0,0.949535452,FALSE,0,64,8414,0.327810651
3.224938875,0.011161487,0.310083397,0.376666667,25,7,FALSE,90,18,0,25,0,0.955501222,FALSE,0,90,40014,0.176470588
3.728606357,0.00120269,0.268196721,0.691176471,17,7,FALSE,126,19.58823529,0,17,0,0.945427873,FALSE,0,126,3460,0.267526189
3.195599022,0.010240184,0.312930375,0.257352941,17,7,FALSE,179,16.17647059,0,17,0,0.95608802,FALSE,0,179,31744,0.129981025
3.400977995,0.008101923,0.29403307,0.446153846,26,7,FALSE,225,17.42307692,0,26,0,0.95198044,FALSE,0,225,27388,0.202593918
3.430317848,8.65E-04,0.291518175,0.244444444,10,7,FALSE,258,18.6,0,10,0,0.951393643,FALSE,0,258,2360,0.202173913
3.577017115,8.50E-04,0.279562543,0.666666667,6,7,FALSE,263,22,0,6,0,0.948459658,FALSE,0,263,4532,0.383040936
3.657701711,0.006482262,0.273395722,0.476190476,21,7,FALSE,277,18.14285714,0,21,0,0.946845966,FALSE,0,277,20498,0.238095238
3.897310513,3.26E-04,0.256587202,0.714285714,15,8,FALSE,349,19.8,0,15,0,0.94205379,FALSE,0,349,956,0.31827957
3.909535452,7.92E-04,0.255784866,0.619047619,15,8,FALSE,377,18.46666667,0,15,0,0.941809291,FALSE,0,377,1504,0.283076923
3.320293399,0.006426824,0.301178203,0.208791209,14,7,FALSE,386,15.64285714,0,14,0,0.953594132,FALSE,0,386,9398,0.155
3.716381418,0.001326783,0.269078947,0.523809524,15,7,FALSE,402,19.33333333,0,15,0,0.945672372,FALSE,0,402,3658,0.256888889
4.105134474,4.68E-04,0.243597379,0.333333333,4,8,FALSE,62,10.25,0,4,0,0.937897311,FALSE,0,62,456,0.344827586
4.259168704,1.03E-04,0.2347876,0.333333333,3,8,FALSE,10,6,0,3,0,0.934816626,FALSE,0,10,56,0.377777778
3.30806846,0.019586983,0.302291205,0.166666667,9,7,FALSE,92,16.44444444,0,9,0,0.953838631,FALSE,0,92,54142,0.174940898
4.251833741,4.58E-04,0.235192639,0.4,5,8,FALSE,385,5.8,0,5,0,0.934963325,FALSE,0,385,3684,0.3625
3.112469438,0.00269454,0.321288295,0.533596838,23,6,FALSE,228,22.04347826,0,23,0,0.957750611,FALSE,0,228,6782,0.216112532
2.640586797,0.115381202,0.378703704,0.132307692,26,5,FALSE,243,16.84615385,0,26,0,0.967188264,FALSE,0,243,298364,0.087086489
2.792176039,0.039041258,0.358143608,0.191176471,17,5,FALSE,297,18.58823529,0,17,0,0.964156479,FALSE,0,297,110558,0.115089514
3.369193154,8.37E-04,0.296806967,0.641025641,13,6,FALSE,392,21.38461538,0,13,0,0.952616137,FALSE,0,392,2294,0.295940171
3.826405868,3.22E-04,0.261341853,0.736263736,14,7,FALSE,155,18.71428571,0,14,0,0.943471883,FALSE,0,155,1792,0.322660099
4.051344743,2.00E-04,0.246831623,0.666666667,12,8,FALSE,296,17.25,0,12,0,0.938973105,FALSE,0,296,294,0.357638889
3.400977995,0.003494381,0.29403307,0.272727273,11,7,FALSE,139,16.45454545,0,11,0,0.95198044,FALSE,0,139,13754,0.172248804
3.865525672,0.00745278,0.258697027,0.196078431,18,8,FALSE,262,11.33333333,0,18,0,0.942689487,FALSE,0,262,28798,0.145743146
4.537897311,2.46E-04,0.220366379,0.666666667,3,8,FALSE,301,11.66666667,0,3,0,0.929242054,FALSE,0,301,712,0.416666667
3.628361858,0.004175871,0.275606469,0.208791209,14,7,FALSE,319,16.42857143,0,14,0,0.947432763,FALSE,0,319,8266,0.167638484
4.207823961,4.04E-06,0.237652528,0.833333333,4,8,FALSE,401,16.25,0,4,0,0.935843521,FALSE,0,401,10,0.369318182
6.007334963,0,0.166463166,0,1,9,FALSE,32,4,0,1,0,0.899853301,FALSE,0,32,0,0
5.009779951,0.004964093,0.199609566,0.166666667,4,8,FALSE,15,8.5,0,4,0,0.919804401,FALSE,0,15,11030,0.347826087
4.171149144,0.004102248,0.239742087,0.409090909,12,7,FALSE,72,10.91666667,0,12,0,0.936577017,FALSE,0,72,11052,0.222789116
4.04400978,0.016474764,0.247279323,0.25,17,7,FALSE,118,11.05882353,0,17,0,0.939119804,FALSE,0,118,44218,0.151490733
5.061124694,8.91E-05,0.197584541,0,4,8,FALSE,134,6.25,0,4,0,0.918777506,FALSE,0,134,58,0.35
4.366748166,0,0.229003359,1,8,7,FALSE,31,15.5,0,8,0,0.932665037,FALSE,0,31,0,0.484375
4.278728606,3.64E-04,0.233714286,0.67032967,14,7,FALSE,16,14.92857143,0,14,0,0.934425428,FALSE,0,16,654,0.266581633
3.547677262,0.004285523,0.281874569,0.575,16,6,FALSE,99,17.625,0,16,0,0.949046455,FALSE,0,99,25132,0.20494186
4.322738386,5.63E-05,0.231334842,0.890909091,11,7,FALSE,151,15.81818182,0,11,0,0.933545232,FALSE,0,151,94,0.359504132
4.320293399,1.08E-04,0.231465761,0.818181818,12,7,FALSE,165,14.58333333,0,12,0,0.933594132,FALSE,0,165,196,0.355691057
4.24205379,0.001447458,0.23573487,0.45751634,18,7,FALSE,176,14.33333333,0,18,0,0.935158924,FALSE,0,176,1828,0.227513228
4.278728606,5.16E-04,0.233714286,0.593406593,14,7,FALSE,204,15.78571429,0,14,0,0.934425428,FALSE,0,204,620,0.270935961
3.427872861,0.029466367,0.291726106,0.333333333,22,6,FALSE,218,15.81818182,0,22,0,0.951442543,FALSE,0,218,103654,0.132161956
3.564792176,0.003770641,0.280521262,0.59047619,15,6,FALSE,232,16.93333333,0,15,0,0.948704156,FALSE,0,232,24000,0.211666667
3.574572127,0.003969745,0.279753762,0.692307692,14,6,FALSE,242,16.78571429,0,14,0,0.948508557,FALSE,0,242,24208,0.217996289
4.117359413,4.27E-04,0.242874109,0.444444444,9,7,FALSE,244,15.11111111,0,9,0,0.937652812,FALSE,0,244,996,0.285115304
3.567237164,0.004455123,0.280328992,0.55,16,6,FALSE,336,16.4375,0,16,0,0.948655257,FALSE,0,336,26670,0.212662338
4.048899756,0.002396325,0.246980676,0.252747253,14,7,FALSE,356,14.21428571,0,14,0,0.939022005,FALSE,0,356,10570,0.193737769
4.295843521,3.02E-04,0.232783153,0.717948718,13,7,FALSE,359,15,0,13,0,0.93408313,FALSE,0,359,432,0.306122449
4.048899756,6.83E-04,0.246980676,0.393939394,12,7,FALSE,56,10.33333333,0,12,0,0.939022005,FALSE,0,56,3160,0.244047619
3.525672372,0.002783201,0.283633842,0.321428571,8,6,FALSE,17,14.125,0,8,0,0.949486553,FALSE,0,17,6700,0.194444444
3.589242054,0.004444141,0.278610354,0.321428571,8,6,FALSE,133,16.625,0,8,0,0.948215159,FALSE,0,133,17054,0.217105263
3.457212714,0.007825626,0.289250354,0.243589744,13,6,FALSE,152,14.38461538,0,13,0,0.950855746,FALSE,0,152,19550,0.152209493
3.476772616,0.002021809,0.287623066,0.381818182,11,6,FALSE,279,12.36363636,0,11,0,0.950464548,FALSE,0,279,8272,0.220779221
4.227383863,7.20E-04,0.236552921,0.285714286,8,7,FALSE,330,14.125,0,8,0,0.935452323,FALSE,0,330,1036,0.245614035
3.322738386,0.006677639,0.300956586,0.381818182,11,6,FALSE,399,17.09090909,0,11,0,0.953545232,FALSE,0,399,27704,0.18989899
4.009779951,0.017577226,0.249390244,0.115789474,20,7,FALSE,40,10.75,0,20,0,0.939804401,FALSE,0,40,78200,0.141333333
3.315403423,0.010012694,0.301622419,0.238095238,7,6,FALSE,18,19.85714286,0,7,0,0.953691932,FALSE,0,18,36398,0.201767305
3.924205379,0.00960482,0.25482866,0.142857143,7,7,FALSE,59,11,0,7,0,0.941515892,FALSE,0,59,39830,0.223214286
3.337408313,0.051089327,0.2996337,0.198830409,19,6,FALSE,212,12.63157895,0,19,0,0.953251834,FALSE,0,212,114764,0.135257499
3.586797066,9.34E-04,0.278800273,0.428571429,8,6,FALSE,256,16.125,0,8,0,0.948264059,FALSE,0,256,3008,0.212171053
4.017114914,5.40E-04,0.248934875,0.318181818,12,7,FALSE,384,12.75,0,12,0,0.939657702,FALSE,0,384,652,0.263888889
4.222493888,2.66E-04,0.236826867,0.7,5,8,FALSE,146,10.4,0,5,0,0.935550122,FALSE,0,146,2090,0.385185185
4.843520782,5.99E-05,0.206461383,0.833333333,4,9,FALSE,19,9,0,4,0,0.923129584,FALSE,0,19,114,0.409090909
4.031784841,0.00182003,0.248029109,0.357142857,8,8,FALSE,257,11.25,0,8,0,0.939364303,FALSE,0,257,11114,0.247222222
2.899755501,0.012391976,0.344856661,0.198830409,19,6,FALSE,73,18.89473684,0,19,0,0.96200489,FALSE,0,73,26000,0.124433601
3.464547677,2.51E-04,0.288637968,0.333333333,7,6,FALSE,20,13.42857143,0,7,0,0.950709046,FALSE,0,20,480,0.263305322
3.180929095,0.004863325,0.314373559,0.217948718,13,6,FALSE,98,14.76923077,0,13,0,0.956381418,FALSE,0,98,9458,0.133566434
3.266503667,0.004203738,0.306137725,0.428571429,7,7,FALSE,145,18,0,7,0,0.954669927,FALSE,0,145,7046,0.215146299
3.117359413,0.003006949,0.320784314,0.263736264,14,6,FALSE,292,20.92857143,0,14,0,0.957652812,FALSE,0,292,6146,0.158008658
